Capability ID,Area,Haskell source,Python target,User-visible behavior,Priority,State,Verification level,Known divergences,Notes
WR-JSON-BLIST-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON BulletList payload supported,High,verified_smoke,smoke,,Tight-list items serialize as Plain blocks for current slice
AST-BLOCK-OLIST-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,OrderedList block node supported,High,verified_smoke,smoke,,Top-level tight decimal-period ordered lists only; one paragraph per item in current slice
RD-MD-OLIST-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained decimal-period ordered-list parsing,High,verified_smoke,smoke,,"Top-level tight lists only; no nesting, continuations, loose lists, or non-period delimiters"
WR-MD-OLIST-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained decimal-period ordered-list writing,High,verified_smoke,smoke,,Emits Pandoc-aligned tight-list surface with preserved start number and one paragraph per item in current slice
WR-JSON-OLIST-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON OrderedList payload supported,High,verified_smoke,smoke,,Tight-list items serialize as Plain blocks with Decimal/Period list attributes for current slice
AST-BLOCK-BQUOTE-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,BlockQuote block node supported,High,verified_smoke,smoke,,Top-level block quotes only with one paragraph in current slice
RD-MD-BQUOTE-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained block-quote parsing,High,verified_smoke,smoke,,Top-level quote blocks only; one paragraph only; no nesting lazy lines or inner blocks
WR-MD-BQUOTE-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained block-quote writing,High,verified_smoke,smoke,,Emits a single top-level quote paragraph and normalizes soft breaks to spaces for current parity
WR-JSON-BQUOTE-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON BlockQuote payload supported,High,verified_smoke,smoke,,Serializes block quotes with paragraph children for current slice
AST-BLOCK-HRULE-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,ThematicBreak block node supported,High,verified_smoke,smoke,,Top-level hyphen thematic breaks only in current slice
RD-MD-HRULE-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained hyphen thematic-break parsing,High,verified_smoke,smoke,,Top-level hyphen thematic breaks only; asterisk variants remain out of scope
WR-MD-HRULE-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained thematic-break writing,High,verified_smoke,smoke,,Emits Pandoc-aligned 72-hyphen thematic break surface for current slice
WR-JSON-HRULE-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON HorizontalRule payload supported,High,verified_smoke,smoke,,Serializes thematic breaks as HorizontalRule for current slice
RD-MD-SETEXT-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained Setext heading parsing,High,verified_smoke,smoke,,"Classic two-line Setext headings only; single-line body, level 1 with equals and level 2 with hyphens in current slice"
WR-MD-SETEXT-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Setext headings normalize through markdown writer,High,verified_smoke,smoke,,Current writer normalizes parsed Setext headings to Pandoc-aligned ATX output for parity
WR-JSON-SETEXT-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Setext headings emit standard Header payloads in Pandoc JSON,High,verified_smoke,smoke,,Parsed Setext headings converge to standard Header payloads with generated identifiers
VER-DIFF-SETEXT-001,Verification,tests and CLI oracle,scripts/run_differential.py,Differential coverage for Setext heading slice on markdown and json routes,High,verified_smoke,smoke,,Smoke fixtures cover surface markdown normalization and structured JSON equality for Setext headings
AST-BLOCK-CODEBLOCK-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,CodeBlock block node supported,High,verified_smoke,smoke,,Top-level fenced and indented code blocks supported through a shared CodeBlock node; optional single bare info string only on fenced input in current slice
RD-MD-CODEBLOCK-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained fenced code-block parsing,High,verified_smoke,smoke,,Top-level triple-backtick fences only; no tilde fences no attributes and no unclosed blocks in current slice
WR-MD-CODEBLOCK-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained code-block writing,High,verified_smoke,smoke,,Info-string code blocks emit Pandoc-aligned fenced markdown; empty-info blocks normalize to indented code for current parity
WR-JSON-CODEBLOCK-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON CodeBlock payload supported,High,verified_smoke,smoke,,Serializes code blocks with empty identifier bare-class info strings and raw text content for current slice
RD-MD-INDCODE-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained indented code-block parsing,High,verified_smoke,smoke,,Top-level four-space indented code blocks only; no tab indentation and no internal blank lines in current slice
WR-MD-INDCODE-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Indented code blocks normalize through markdown writer,High,verified_smoke,smoke,,CodeBlock nodes with empty info already emit Pandoc-aligned indented code blocks for current parity
WR-JSON-INDCODE-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Indented code blocks emit standard CodeBlock payloads in Pandoc JSON,High,verified_smoke,smoke,,Parsed indented code blocks converge to standard CodeBlock payloads with empty attributes
VER-DIFF-INDCODE-001,Verification,tests and CLI oracle,scripts/run_differential.py,Differential coverage for indented code-block slice on markdown and json routes,High,verified_smoke,smoke,,Smoke fixtures cover markdown surface equality and structured JSON equality for indented code blocks
AST-INLINE-AUTOLINK-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Autolink inline state supported,High,verified_smoke,smoke,,Simple URI autolinks reuse Link with autolink flag; email autolinks remain outside scope
RD-MD-AUTOLINK-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained URI autolink parsing,High,verified_smoke,smoke,,Supports angle-bracket URI autolinks like `<https://example.com>` only; no email autolinks or raw angle-bracket text
WR-MD-AUTOLINK-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained URI autolink writing,High,verified_smoke,smoke,,Autolink-marked Link nodes emit `<target>` for current parity
WR-JSON-AUTOLINK-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON autolink payload supported,High,verified_smoke,smoke,,Autolinks emit Link payloads with the `uri` class and URL label text for current slice
AST-INLINE-EAUTOLINK-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Email autolink inline state supported,High,verified_smoke,smoke,,Simple email autolinks reuse Link with autolink flag and mailto target in current slice
RD-MD-EAUTOLINK-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained email autolink parsing,High,verified_smoke,smoke,,Supports angle-bracket email autolinks like `<team@example.com>` only; no raw HTML tags or complex mailbox forms
WR-MD-EAUTOLINK-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained email autolink writing,High,verified_smoke,smoke,,Autolink-marked mailto Link nodes emit `<team@example.com>` for current parity
WR-JSON-EAUTOLINK-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON email autolink payload supported,High,verified_smoke,smoke,,Email autolinks emit Link payloads with the `email` class and mailto target for current slice
AST-INLINE-HARDBREAK-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,HardBreak inline node supported,High,verified_smoke,smoke,,Simple paragraph hard line breaks supported; writer canonicalizes to backslash markdown for current parity
RD-MD-HARDBREAK-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained hard line break parsing,High,verified_smoke,smoke,,Supports backslash hardbreaks and trailing-two-space hardbreaks in paragraph-like multiline content for current slice
WR-MD-HARDBREAK-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained hard line break writing,High,verified_smoke,smoke,,HardBreak nodes emit Pandoc-aligned backslash line breaks and block quotes prefix each continuation line
WR-JSON-HARDBREAK-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON hard line break payload supported,High,verified_smoke,smoke,,HardBreak nodes serialize as LineBreak for current slice
AST-INLINE-IMAGE-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Image inline node supported,High,verified_smoke,smoke,,Simple inline images with plain-text alt labels and simple targets supported in current slice
RD-MD-IMAGE-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained inline image parsing,High,verified_smoke,smoke,,Supports direct inline images with plain-text alt labels and simple targets; titles and reference forms are tracked separately.
WR-MD-IMAGE-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained inline image writing,High,verified_smoke,smoke,,Image nodes emit inline image markdown; titled images are supported and reference forms normalize to inline output.
WR-JSON-IMAGE-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON image payload supported,High,verified_smoke,smoke,,"Images emit `Image` payloads with empty attributes, alt inlines, and target/title tuple for current slice"
AST-INLINE-LINKTITLE-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Link inline node stores optional titles,High,verified_smoke,smoke,,Link nodes now carry optional title strings for inline and reference-style links in current slice
AST-INLINE-IMAGETITLE-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Image inline node stores optional titles,High,verified_smoke,smoke,,Image nodes now carry optional title strings for inline and reference-style images in current slice
RD-MD-LINKTITLE-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained inline link title parsing,High,verified_smoke,smoke,,"Supports inline links of the form `[label](target ""title"")` with double-quoted titles only in current slice"
RD-MD-IMAGETITLE-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained inline image title parsing,High,verified_smoke,smoke,,"Supports inline images of the form `![alt](target ""title"")` with double-quoted titles only in current slice"
RD-MD-REFDEF-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained reference definition parsing,High,verified_smoke,smoke,,"Supports top-level reference definition blocks of the form `[id]: target ""title""`; multiline definitions remain out of scope"
RD-MD-REFLINK-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained reference-style link parsing,High,verified_smoke,smoke,,"Supports full, collapsed, and shortcut reference-style links using previously collected definitions in current slice"
RD-MD-REFIMAGE-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained reference-style image parsing,High,verified_smoke,smoke,,"Supports full, collapsed, and shortcut reference-style images using previously collected definitions in current slice"
WR-MD-LINKTITLE-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Markdown writer emits titled links,High,verified_smoke,smoke,,"Link nodes with non-empty titles emit `[label](target ""title"")`; reference-style links normalize to inline output for parity"
WR-MD-IMAGETITLE-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Markdown writer emits titled images,High,verified_smoke,smoke,,"Image nodes with non-empty titles emit `![alt](target ""title"")`; reference-style images normalize to inline output for parity"
WR-JSON-LINKTITLE-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON link title payload supported,High,verified_smoke,smoke,,Links serialize with target/title tuples that preserve optional titles for direct and reference-style link inputs
WR-JSON-IMAGETITLE-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON image title payload supported,High,verified_smoke,smoke,,Images serialize with target/title tuples that preserve optional titles for direct and reference-style image inputs
VER-DIFF-REFMEDIA-001,Verification,tests and CLI oracle,scripts/run_differential.py,Differential coverage for titled and reference-style link/image slice on markdown and json routes,High,verified_smoke,smoke,,Smoke fixtures cover titled direct links/images plus reference-style link/image normalization on markdown and structured JSON routes
AST-INLINE-STRIKEOUT-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Strikeout inline node supported,High,verified_smoke,smoke,,Double-tilde strikeout supported
AST-INLINE-SUBSCRIPT-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Subscript inline node supported,High,verified_smoke,smoke,,Tilde-delimited subscript supported
AST-INLINE-SUPERSCRIPT-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Superscript inline node supported,High,verified_smoke,smoke,,Caret-delimited superscript supported
AST-INLINE-MATH-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Math inline node supported,High,verified_smoke,smoke,,Inline and display math represented with Math(display=...)
RD-MD-STRIKEOUT-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained strikeout parsing,High,verified_smoke,smoke,,Double-tilde strikeout only
RD-MD-SUBSCRIPT-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained subscript parsing,High,verified_smoke,smoke,,Single-tilde subscript only
RD-MD-SUPERSCRIPT-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained superscript parsing,High,verified_smoke,smoke,,Caret-delimited superscript only
RD-MD-INLINEMATH-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained inline math parsing,High,verified_smoke,smoke,,Dollar-delimited inline math only
RD-MD-DISPLAYMATH-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Constrained display math parsing,High,verified_smoke,smoke,,Single-line $$...$$ and multiline $$ blocks only
WR-MD-STRIKEOUT-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained strikeout writing,High,verified_smoke,smoke,,Emits ~~text~~
WR-MD-SUBSCRIPT-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained subscript writing,High,verified_smoke,smoke,,Emits ~text~
WR-MD-SUPERSCRIPT-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained superscript writing,High,verified_smoke,smoke,,Emits ^text^
WR-MD-MATH-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Constrained inline and display math writing,High,verified_smoke,smoke,,Emits $...$ and $$...$$
WR-JSON-STRIKEOUT-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON strikeout payload supported,High,verified_smoke,smoke,,Strikeout payload parity active
WR-JSON-SUBSCRIPT-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON subscript payload supported,High,verified_smoke,smoke,,Subscript payload parity active
WR-JSON-SUPERSCRIPT-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON superscript payload supported,High,verified_smoke,smoke,,Superscript payload parity active
WR-JSON-MATH-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON math payload supported,High,verified_smoke,smoke,,InlineMath and DisplayMath payload parity active
VER-DIFF-EXTINLINE-001,Verification,tests and CLI oracle,scripts/run_differential.py,Differential coverage for math and extended inline family on markdown and json routes,High,verified_smoke,smoke,,SMOKE-MD-MD-024..027 and SMOKE-MD-JSON-021..024
AST-INLINE-RAWHTML-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,RawInline html node definitions,High,verified_smoke,smoke,,RawInline format/text support active for html
AST-BLOCK-RAWHTML-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,RawBlock html node definitions,High,verified_smoke,smoke,,RawBlock format/text support active for html
RD-MD-RAWINLINE-COMMENT-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Inline raw html comment parsing,High,verified_smoke,smoke,,Supports <!-- ... --> inside paragraphs and headings
RD-MD-RAWINLINE-TAG-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Inline raw html tag parsing,High,verified_smoke,smoke,,"Supports simple inline raw tags like <br />, <custom>, </span>"
RD-MD-RAWINLINE-ATTR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Inline raw html attribute syntax parsing,High,verified_smoke,smoke,,Supports `...`{=html} inline passthrough form
RD-MD-RAWBLOCK-COMMENT-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Raw html comment block parsing,High,verified_smoke,smoke,,Supports single-line and multiline <!-- ... --> block passthrough
RD-MD-RAWBLOCK-HR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Raw html hr block parsing,High,verified_smoke,smoke,,Supports standalone <hr /> raw html block passthrough
RD-MD-RAWBLOCK-SCRIPT-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Raw html script/style/pre block parsing,High,verified_smoke,smoke,,Supports standalone script/style/pre raw html block passthrough
RD-MD-RAWBLOCK-ATTR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Raw html fenced attribute block parsing,High,verified_smoke,smoke,,Supports ```{=html} fenced raw html blocks
WR-MD-RAWHTML-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Markdown writer raw html passthrough,High,verified_smoke,smoke,,RawInline emits `...`{=html}; RawBlock emits ```{=html} fences
WR-JSON-RAWHTML-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON raw html payload support,High,verified_smoke,smoke,,Emits RawInline and RawBlock payloads with html format
VER-DIFF-RAWHTML-001,Verification,tests and CLI oracle,scripts/run_differential.py,Differential coverage for raw html family on markdown and json routes,High,verified_smoke,smoke,,SMOKE-MD-MD-028..034 and SMOKE-MD-JSON-025..031
AST-ATTR-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Generic Attr structure with identifier/classes/keyvals,High,verified_smoke,smoke,,Reusable attribute payload used across span/div/heading/code/link/image/figure
AST-INLINE-SPAN-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Span inline node definitions,High,verified_smoke,smoke,,Bracketed span attribute family active
AST-BLOCK-DIV-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Div block node definitions,High,verified_smoke,smoke,,Fenced div family active
AST-BLOCK-FIGURE-001,AST,src/Text/Pandoc/Definition.hs,src/pandoc_py/ast/__init__.py,Figure block node definitions,High,verified_smoke,smoke,,Standalone image paragraphs normalize to Figure on JSON route
RD-MD-HEADING-ATTR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Header attribute parsing on ATX and Setext headings,High,verified_smoke,smoke,,Supports {#id .class key=val} heading suffixes
RD-MD-SPAN-ATTR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Bracketed span parsing with attributes,High,verified_smoke,smoke,,Supports [text]{#id .class key=val}
RD-MD-DIV-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Fenced div parsing with attributes,High,verified_smoke,smoke,,Supports ::: {#id .class key=val} ... ::: without nested divs
RD-MD-CODEBLOCK-ATTR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Fenced code block attribute parsing,High,verified_smoke,smoke,,Supports ``` {.lang #id key=val} opener form
RD-MD-LINK-ATTR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Inline and reference-style link attribute parsing,High,verified_smoke,smoke,,Supports trailing {#id .class key=val} on links
RD-MD-IMAGE-ATTR-001,Reader,src/Text/Pandoc/Readers/Markdown.hs,src/pandoc_py/readers/markdown.py,Inline and reference-style image attribute parsing,High,verified_smoke,smoke,,Supports trailing {#id .class key=val} on images
WR-MD-ATTR-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/writers/markdown.py,Markdown writer canonical attribute rendering,High,verified_smoke,smoke,,Canonicalizes heading/div/code/link/image/span attrs to Pandoc-aligned markdown
WR-JSON-ATTR-001,Writer,src/Text/Pandoc/JSON.hs,src/pandoc_py/writers/pandoc_json.py,Pandoc-JSON attribute payload support for semantic nodes,High,verified_smoke,smoke,,Emits attr tuples for Header/Span/Div/CodeBlock/Link/Image/Figure
