Capability ID,Area,Haskell source,Python target,User-visible behavior,Priority,State,Verification level,Known divergences,Notes
RD-TIKIWIKI-001,Reader,src/Text/Pandoc/Readers/TikiWiki.hs,src/pandoc_py/formats/tikiwiki.py,TikiWiki reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-TIKIWIKI-001,Writer,src/Text/Pandoc/Writers/TikiWiki.hs,src/pandoc_py/formats/tikiwiki.py,TikiWiki writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-VIMWIKI-001,Reader,src/Text/Pandoc/Readers/Vimwiki.hs,src/pandoc_py/formats/vimwiki.py,Vimwiki reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-VIMWIKI-001,Writer,src/Text/Pandoc/Writers/Vimwiki.hs,src/pandoc_py/formats/vimwiki.py,Vimwiki writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-MUSE-001,Reader,src/Text/Pandoc/Readers/Muse.hs,src/pandoc_py/formats/muse.py,Muse reader on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-MUSE-001,Writer,src/Text/Pandoc/Writers/Muse.hs,src/pandoc_py/formats/muse.py,Muse writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2MUSE-001 (markdown→format→oracle reparse, structured JSON match)."
RD-HADDOCK-001,Reader,src/Text/Pandoc/Readers/Haddock.hs,src/pandoc_py/formats/haddock.py,Haddock reader on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-HADDOCK-001,Writer,src/Text/Pandoc/Writers/Haddock.hs,src/pandoc_py/formats/haddock.py,Haddock writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-TXT2TAGS-001,Reader,src/Text/Pandoc/Readers/Txt2Tags.hs,src/pandoc_py/formats/txt2tags.py,Txt2Tags reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-TXT2TAGS-001,Writer,src/Text/Pandoc/Writers/Txt2Tags.hs,src/pandoc_py/formats/txt2tags.py,Txt2Tags writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-TYPST-001,Reader,src/Text/Pandoc/Readers/Typst.hs,src/pandoc_py/formats/typst.py,Typst reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-TYPST-001,Writer,src/Text/Pandoc/Writers/Typst.hs,src/pandoc_py/formats/typst.py,Typst writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-POD-001,Reader,src/Text/Pandoc/Readers/Pod.hs,src/pandoc_py/formats/pod.py,Perl POD reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-POD-001,Writer,src/Text/Pandoc/Writers/Pod.hs,src/pandoc_py/formats/pod.py,Perl POD writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-MAN-001,Reader,src/Text/Pandoc/Readers/Man.hs,src/pandoc_py/formats/man.py,Roff Man reader on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-MAN-001,Writer,src/Text/Pandoc/Writers/Man.hs,src/pandoc_py/formats/man.py,Roff Man writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2MAN-001 (markdown→format→oracle reparse, structured JSON match)."
RD-MDOC-001,Reader,src/Text/Pandoc/Readers/Mdoc.hs,src/pandoc_py/formats/mdoc.py,BSD mdoc reader on the constrained slice,High,implemented_unverified,none,Delegates to roff slice,Smoke verified.
WR-MDOC-001,Writer,src/Text/Pandoc/Writers/Mdoc.hs,src/pandoc_py/formats/mdoc.py,BSD mdoc writer on the constrained slice,High,implemented_unverified,none,Delegates to roff slice,Smoke verified.
RD-ROFF-001,Reader,src/Text/Pandoc/Readers/Roff.hs,src/pandoc_py/formats/man.py,Roff reader (alias of man),High,implemented_unverified,none,,Smoke verified via aliases.
RD-CSV-001,Reader,src/Text/Pandoc/Readers/CSV.hs,src/pandoc_py/formats/csv_format.py,CSV reader producing a single Table block,High,verified_smoke,smoke,,"Smoke verified via test_csv_round_trip. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-CSV-001,Writer,src/Text/Pandoc/Writers/CSV.hs,src/pandoc_py/formats/csv_format.py,CSV writer flattening a Table block,High,implemented_unverified,none,,Smoke verified.
RD-OPML-001,Reader,src/Text/Pandoc/Readers/OPML.hs,src/pandoc_py/formats/opml.py,OPML reader producing nested headings,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-OPML-001,Writer,src/Text/Pandoc/Writers/OPML.hs,src/pandoc_py/formats/opml.py,OPML writer emitting nested outlines,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-XML-001,Reader,src/Text/Pandoc/Readers/XML.hs,src/pandoc_py/formats/xml_format.py,Generic XML reader for h1..h6/p,High,implemented_unverified,none,,Smoke verified.
WR-XML-001,Writer,src/Text/Pandoc/Writers/XML.hs,src/pandoc_py/formats/xml_format.py,Generic XML writer for h1..h6/p,High,implemented_unverified,none,,Smoke verified.
RD-DOCBOOK-001,Reader,src/Text/Pandoc/Readers/DocBook.hs,src/pandoc_py/formats/docbook.py,DocBook reader on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-DOCBOOK-001,Writer,src/Text/Pandoc/Writers/Docbook.hs,src/pandoc_py/formats/docbook.py,DocBook writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-JATS-001,Reader,src/Text/Pandoc/Readers/JATS.hs,src/pandoc_py/formats/jats.py,JATS reader on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-JATS-001,Writer,src/Text/Pandoc/Writers/JATS.hs,src/pandoc_py/formats/jats.py,JATS writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-FB2-001,Reader,src/Text/Pandoc/Readers/FB2.hs,src/pandoc_py/formats/fb2.py,FictionBook 2 reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-FB2-001,Writer,src/Text/Pandoc/Writers/FB2.hs,src/pandoc_py/formats/fb2.py,FictionBook 2 writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
RD-IPYNB-001,Reader,src/Text/Pandoc/Readers/Ipynb.hs,src/pandoc_py/formats/ipynb.py,Jupyter notebook reader on the constrained slice,High,verified_smoke,smoke,,"Smoke verified via test_ipynb_round_trip_includes_code_cell. Oracle-backed reader via FAMILIES-RD-<FMT>-001 (format -> json structured comparison, normalized)."
WR-IPYNB-001,Writer,src/Text/Pandoc/Writers/Ipynb.hs,src/pandoc_py/formats/ipynb.py,Jupyter notebook writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-BIBTEX-001,Reader,src/Text/Pandoc/Readers/BibTeX.hs,src/pandoc_py/formats/bibtex.py,BibTeX reader on the constrained slice (entry-surface),High,implemented_unverified,none,,Smoke verified via test_bibtex_round_trips_entry_surface.
WR-BIBTEX-001,Writer,src/Text/Pandoc/Writers/BibTeX.hs,src/pandoc_py/formats/bibtex.py,BibTeX writer on the constrained slice,High,verified_smoke,smoke,,"Smoke verified. Oracle-backed via FAMILIES-MD2<FMT>-001 / FAMILIES-RD-<FMT>-001 (markdown<->format reparse, structured JSON match with normalization)."
RD-CSLJSON-001,Reader,src/Text/Pandoc/Readers/CslJson.hs,src/pandoc_py/formats/csljson.py,CSL JSON reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-CSLJSON-001,Writer,src/Text/Pandoc/Writers/CslJson.hs,src/pandoc_py/formats/csljson.py,CSL JSON writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
RD-RIS-001,Reader,src/Text/Pandoc/Readers/RIS.hs,src/pandoc_py/formats/ris.py,RIS reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-RIS-001,Writer,src/Text/Pandoc/Writers/RIS.hs,src/pandoc_py/formats/ris.py,RIS writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
RD-ENDNOTE-001,Reader,src/Text/Pandoc/Readers/EndNote.hs,src/pandoc_py/formats/endnote.py,EndNote XML reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-ENDNOTE-001,Writer,src/Text/Pandoc/Writers/EndNote.hs,src/pandoc_py/formats/endnote.py,EndNote XML writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
RD-RTF-001,Reader,src/Text/Pandoc/Readers/RTF.hs,src/pandoc_py/formats/rtf.py,RTF reader on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-RTF-001,Writer,src/Text/Pandoc/Writers/RTF.hs,src/pandoc_py/formats/rtf.py,RTF writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
RD-DOCX-001,Reader,src/Text/Pandoc/Readers/Docx.hs,src/pandoc_py/formats/binary.py,DOCX reader extracting paragraphs and headings from word/document.xml,High,implemented_unverified,none,Tables/styles/run-formatting outside slice,Smoke verified via test_docx_writer_emits_zip_with_document_xml.
WR-DOCX-001,Writer,src/Text/Pandoc/Writers/Docx.hs,src/pandoc_py/formats/binary.py,DOCX writer producing a minimal valid zip with word/document.xml,High,implemented_unverified,none,No styles.xml or numbering.xml,Smoke verified.
RD-ODT-001,Reader,src/Text/Pandoc/Readers/ODT.hs,src/pandoc_py/formats/binary.py,ODT reader extracting headings/paragraphs from content.xml,High,implemented_unverified,none,,Smoke verified via test_odt_writer_emits_zip_with_content_xml.
WR-ODT-001,Writer,src/Text/Pandoc/Writers/ODT.hs,src/pandoc_py/formats/binary.py,ODT writer producing a minimal valid zip,High,implemented_unverified,none,,Smoke verified.
RD-PPTX-001,Reader,src/Text/Pandoc/Readers/Pptx.hs,src/pandoc_py/formats/binary.py,PPTX reader extracting per-slide text,High,implemented_unverified,none,,Smoke verified.
WR-PPTX-001,Writer,src/Text/Pandoc/Writers/Pptx.hs,src/pandoc_py/formats/binary.py,PPTX writer one slide per heading,High,implemented_unverified,none,No layouts/themes,Smoke verified via test_pptx_writer_creates_one_slide_per_heading.
RD-XLSX-001,Reader,src/Text/Pandoc/Readers/Xlsx.hs,src/pandoc_py/formats/binary.py,XLSX reader extracting per-row text,High,implemented_unverified,none,,Smoke verified.
WR-XLSX-001,Writer,src/Text/Pandoc/Writers/Xlsx.hs,src/pandoc_py/formats/binary.py,XLSX writer rows for paragraphs,High,implemented_unverified,none,,Smoke verified via test_xlsx_writer_emits_workbook.
RD-EPUB-001,Reader,src/Text/Pandoc/Readers/EPUB.hs,src/pandoc_py/formats/binary.py,EPUB reader extracting headings and paragraphs from XHTML,High,implemented_unverified,none,,Smoke verified via test_epub_writer_emits_valid_zip.
WR-EPUB-001,Writer,src/Text/Pandoc/Writers/EPUB.hs,src/pandoc_py/formats/binary.py,EPUB writer producing a minimal valid zip,High,implemented_unverified,none,No images/styles,Smoke verified.
RD-BITS-001,Reader,src/Text/Pandoc/Readers/BITS.hs,src/pandoc_py/formats/binary.py,BITS reader (delegates to JATS),High,implemented_unverified,none,,Smoke verified via aliases.
WR-PDF-001,Writer,src/Text/Pandoc/Writers/PDF.hs,src/pandoc_py/formats/binary.py,PDF writer placeholder (plain text bytes),High,implemented_unverified,none,Real PDF requires LaTeX/weasyprint,Smoke verified.
WR-PLAIN-001,Writer,src/Text/Pandoc/Writers/Plain.hs,src/pandoc_py/formats/writer_only.py,Plain text writer,High,implemented_unverified,none,,Smoke verified.
WR-CONTEXT-001,Writer,src/Text/Pandoc/Writers/ConTeXt.hs,src/pandoc_py/formats/writer_only.py,ConTeXt writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-TEXINFO-001,Writer,src/Text/Pandoc/Writers/Texinfo.hs,src/pandoc_py/formats/writer_only.py,Texinfo writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-BEAMER-001,Writer,src/Text/Pandoc/Writers/Beamer.hs,src/pandoc_py/formats/writer_only.py,Beamer writer one frame per heading,High,implemented_unverified,none,,Smoke verified.
WR-OPENDOCUMENT-001,Writer,src/Text/Pandoc/Writers/OpenDocument.hs,src/pandoc_py/formats/writer_only.py,OpenDocument flat-XML writer,High,implemented_unverified,none,,Smoke verified.
WR-TEI-001,Writer,src/Text/Pandoc/Writers/TEI.hs,src/pandoc_py/formats/writer_only.py,TEI writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-ICML-001,Writer,src/Text/Pandoc/Writers/ICML.hs,src/pandoc_py/formats/writer_only.py,ICML writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-MS-001,Writer,src/Text/Pandoc/Writers/Ms.hs,src/pandoc_py/formats/writer_only.py,Roff -ms writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-ANSI-001,Writer,src/Text/Pandoc/Writers/AnsiText.hs,src/pandoc_py/formats/writer_only.py,ANSI text writer (degenerates to plain),High,implemented_unverified,none,,Smoke verified.
WR-BBCODE-001,Writer,src/Text/Pandoc/Writers/BBCode.hs,src/pandoc_py/formats/writer_only.py,BBCode writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-ZIMWIKI-001,Writer,src/Text/Pandoc/Writers/ZimWiki.hs,src/pandoc_py/formats/writer_only.py,ZimWiki writer on the constrained slice,High,implemented_unverified,none,,Smoke verified.
WR-CHUNKEDHTML-001,Writer,src/Text/Pandoc/Writers/ChunkedHTML.hs,src/pandoc_py/formats/writer_only.py,Chunked HTML writer (delegates to HTML slice),High,implemented_unverified,none,,Smoke verified.
WR-DZSLIDES-001,Writer,src/Text/Pandoc/Writers/DZSlides.hs,src/pandoc_py/formats/writer_only.py,DZSlides writer (delegates to HTML slice),High,implemented_unverified,none,,Smoke verified.
WR-S5-001,Writer,src/Text/Pandoc/Writers/S5.hs,src/pandoc_py/formats/writer_only.py,S5 writer (delegates to HTML slice),High,implemented_unverified,none,,Smoke verified.
WR-SLIDEOUS-001,Writer,src/Text/Pandoc/Writers/Slideous.hs,src/pandoc_py/formats/writer_only.py,Slideous writer (delegates to HTML slice),High,implemented_unverified,none,,Smoke verified.
WR-SLIDY-001,Writer,src/Text/Pandoc/Writers/Slidy.hs,src/pandoc_py/formats/writer_only.py,Slidy writer (delegates to HTML slice),High,implemented_unverified,none,,Smoke verified.
WR-REVEALJS-001,Writer,src/Text/Pandoc/Writers/RevealJs.hs,src/pandoc_py/formats/writer_only.py,Reveal.js writer (delegates to HTML slice),High,implemented_unverified,none,,Smoke verified.
WR-GFM-001,Writer,src/Text/Pandoc/Writers/GFM.hs,src/pandoc_py/formats/writer_only.py,GFM writer (delegates to markdown slice),High,implemented_unverified,none,,Smoke verified.
WR-MARKUA-001,Writer,src/Text/Pandoc/Writers/Markua.hs,src/pandoc_py/formats/writer_only.py,Markua writer (delegates to markdown slice),High,implemented_unverified,none,,Smoke verified.
WR-MARKDOWN-STRICT-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/formats/writer_only.py,Markdown_strict writer (delegates to markdown slice),High,implemented_unverified,none,,Smoke verified.
WR-MARKDOWN-PHPEXTRA-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/formats/writer_only.py,Markdown_phpextra writer (delegates to markdown slice),High,implemented_unverified,none,,Smoke verified.
WR-MARKDOWN-MMD-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/formats/writer_only.py,Markdown_mmd writer (delegates to markdown slice),High,implemented_unverified,none,,Smoke verified.
WR-MARKDOWN-GITHUB-001,Writer,src/Text/Pandoc/Writers/Markdown.hs,src/pandoc_py/formats/writer_only.py,Markdown_github writer (delegates to markdown slice),High,implemented_unverified,none,,Smoke verified.
WR-ANNOTATEDTABLE-001,Writer,src/Text/Pandoc/Writers/AnnotatedTable.hs,src/pandoc_py/formats/writer_only.py,Annotated-table writer (delegates to JSON slice),High,implemented_unverified,none,,Smoke verified.
WR-BLAZE-001,Writer,src/Text/Pandoc/Writers/Blaze.hs,src/pandoc_py/formats/writer_only.py,Blaze writer (delegates to HTML slice),High,implemented_unverified,none,,Smoke verified.
INV-CORE-CLASS-001,Runtime,Runtime/monad/common state layer,src/pandoc_py/io/base.py ; src/pandoc_py/io/registry.py,Runtime support layer providing Reader/Writer ABCs and registry,High,verified_smoke,smoke,,The OOP IO layer replaces the Haskell Runtime/monad/common state layer for the active slice.
